,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
1404,Nordeste,SE,,28,,,,2023-02-09,6,2298696.0,359577,7,6501,0,,,
1405,Nordeste,SE,,28,,,,2023-02-10,6,2298696.0,359583,6,6502,1,,,
1406,Nordeste,SE,,28,,,,2023-02-11,6,2298696.0,359584,1,6502,0,,,
1407,Nordeste,SE,,28,,,,2023-02-12,7,2298696.0,359584,0,6502,0,,,
1408,Nordeste,SE,,28,,,,2023-02-13,7,2298696.0,359584,0,6502,0,,,
1409,Nordeste,SE,,28,,,,2023-02-14,7,2298696.0,359593,9,6502,0,,,
1410,Nordeste,SE,,28,,,,2023-02-15,7,2298696.0,359597,4,6502,0,,,
1411,Nordeste,SE,,28,,,,2023-02-16,7,2298696.0,359600,3,6502,0,,,
1412,Nordeste,SE,,28,,,,2023-02-17,7,2298696.0,359606,6,6502,0,,,
1413,Nordeste,SE,,28,,,,2023-02-18,7,2298696.0,359609,3,6502,0,,,
1414,Nordeste,SE,,28,,,,2023-02-19,8,2298696.0,359610,1,6502,0,,,
1415,Nordeste,SE,,28,,,,2023-02-20,8,2298696.0,359610,0,6502,0,,,
1416,Nordeste,SE,,28,,,,2023-02-21,8,2298696.0,359610,0,6502,0,,,
1417,Nordeste,SE,,28,,,,2023-02-22,8,2298696.0,359612,2,6502,0,,,
1418,Nordeste,SE,,28,,,,2023-02-23,8,2298696.0,359615,3,6502,0,,,
1419,Nordeste,SE,,28,,,,2023-02-24,8,2298696.0,359625,10,6502,0,,,
1420,Nordeste,SE,,28,,,,2023-02-25,8,2298696.0,359633,8,6502,0,,,
1421,Nordeste,SE,,28,,,,2023-02-26,9,2298696.0,359638,5,6502,0,,,
1422,Nordeste,SE,,28,,,,2023-02-27,9,2298696.0,359644,6,6502,0,,,
1423,Nordeste,SE,,28,,,,2023-02-28,9,2298696.0,359655,11,6502,0,,,
1424,Nordeste,SE,,28,,,,2023-03-01,9,2298696.0,359666,11,6502,0,,,
1425,Nordeste,SE,,28,,,,2023-03-02,9,2298696.0,359674,8,6502,0,,,
1426,Nordeste,SE,,28,,,,2023-03-03,9,2298696.0,359674,0,6502,0,,,
1427,Nordeste,SE,,28,,,,2023-03-04,9,2298696.0,359692,18,6502,0,,,
1428,Nordeste,SE,,28,,,,2023-03-05,10,2298696.0,359692,0,6502,0,,,
1429,Nordeste,SE,,28,,,,2023-03-06,10,2298696.0,359692,0,6502,0,,,
1430,Nordeste,SE,,28,,,,2023-03-07,10,2298696.0,359692,0,6502,0,,,
1431,Nordeste,SE,,28,,,,2023-03-08,10,2298696.0,359692,0,6502,0,,,
1432,Nordeste,SE,,28,,,,2023-03-09,10,2298696.0,359692,0,6502,0,,,
1433,Nordeste,SE,,28,,,,2023-03-10,10,2298696.0,359692,0,6502,0,,,
1434,Nordeste,SE,,28,,,,2023-03-11,10,2298696.0,359759,67,6502,0,,,
1435,Nordeste,SE,,28,,,,2023-03-12,11,2298696.0,359759,0,6502,0,,,
1436,Nordeste,SE,,28,,,,2023-03-13,11,2298696.0,359759,0,6502,0,,,
1437,Nordeste,SE,,28,,,,2023-03-14,11,2298696.0,359759,0,6502,0,,,
1438,Nordeste,SE,,28,,,,2023-03-15,11,2298696.0,359759,0,6502,0,,,
1439,Nordeste,SE,,28,,,,2023-03-16,11,2298696.0,359759,0,6502,0,,,
1440,Nordeste,SE,,28,,,,2023-03-17,11,2298696.0,359759,0,6502,0,,,
1441,Nordeste,SE,,28,,,,2023-03-18,11,2298696.0,359794,35,6502,0,,,
1442,Nordeste,SE,,28,,,,2023-03-19,12,2298696.0,359794,0,6502,0,,,
1443,Nordeste,SE,,28,,,,2023-03-20,12,2298696.0,359794,0,6502,0,,,
1444,Nordeste,SE,,28,,,,2023-03-21,12,2298696.0,359794,0,6502,0,,,
1445,Nordeste,SE,,28,,,,2023-03-22,12,2298696.0,359794,0,6502,0,,,
1446,Nordeste,SE,,28,,,,2023-03-23,12,2298696.0,359794,0,6502,0,,,
1447,Nordeste,SE,,28,,,,2023-03-24,12,2298696.0,359794,0,6502,0,,,
1448,Nordeste,SE,,28,,,,2023-03-25,12,2298696.0,359830,36,6502,0,,,
1449,Nordeste,SE,,28,,,,2023-03-26,13,2298696.0,359830,0,6502,0,,,
1450,Nordeste,SE,,28,,,,2023-03-27,13,2298696.0,359830,0,6502,0,,,
1451,Nordeste,SE,,28,,,,2023-03-28,13,2298696.0,359830,0,6502,0,,,
1452,Nordeste,SE,,28,,,,2023-03-29,13,2298696.0,359830,0,6502,0,,,
1453,Nordeste,SE,,28,,,,2023-03-30,13,2298696.0,359830,0,6502,0,,,
1454,Nordeste,SE,,28,,,,2023-03-31,13,2298696.0,359830,0,6502,0,,,
1455,Nordeste,SE,,28,,,,2023-04-01,13,2298696.0,359936,106,6503,1,,,
1456,Nordeste,BA,,29,,,,2023-01-01,1,14873064.0,1769063,0,31230,0,,,
1457,Nordeste,BA,,29,,,,2023-01-02,1,14873064.0,1769784,721,31235,5,,,
1458,Nordeste,BA,,29,,,,2023-01-03,1,14873064.0,1770640,856,31254,19,,,
1459,Nordeste,BA,,29,,,,2023-01-04,1,14873064.0,1771936,1296,31265,11,,,
1460,Nordeste,BA,,29,,,,2023-01-05,1,14873064.0,1773250,1314,31271,6,,,
1461,Nordeste,BA,,29,,,,2023-01-06,1,14873064.0,1774442,1192,31280,9,,,
1462,Nordeste,BA,,29,,,,2023-01-07,1,14873064.0,1775243,801,31284,4,,,
1463,Nordeste,BA,,29,,,,2023-01-08,2,14873064.0,1775274,31,31285,1,,,
1464,Nordeste,BA,,29,,,,2023-01-09,2,14873064.0,1775355,81,31288,3,,,
1465,Nordeste,BA,,29,,,,2023-01-10,2,14873064.0,1775377,22,31295,7,,,
1466,Nordeste,BA,,29,,,,2023-01-11,2,14873064.0,1776564,1187,31298,3,,,
1467,Nordeste,BA,,29,,,,2023-01-12,2,14873064.0,1776884,320,31313,15,,,
1468,Nordeste,BA,,29,,,,2023-01-13,2,14873064.0,1779586,2702,31315,2,,,
1469,Nordeste,BA,,29,,,,2023-01-14,2,14873064.0,1780214,628,31318,3,,,
1470,Nordeste,BA,,29,,,,2023-01-15,3,14873064.0,1780446,232,31318,0,,,
1471,Nordeste,BA,,29,,,,2023-01-16,3,14873064.0,1780480,34,31326,8,,,
1472,Nordeste,BA,,29,,,,2023-01-17,3,14873064.0,1781228,748,31331,5,,,
1473,Nordeste,BA,,29,,,,2023-01-18,3,14873064.0,1781952,724,31336,5,,,
1474,Nordeste,BA,,29,,,,2023-01-19,3,14873064.0,1782592,640,31346,10,,,
1475,Nordeste,BA,,29,,,,2023-01-20,3,14873064.0,1783192,600,31349,3,,,
1476,Nordeste,BA,,29,,,,2023-01-21,3,14873064.0,1783585,393,31350,1,,,
1477,Nordeste,BA,,29,,,,2023-01-22,4,14873064.0,1783601,16,31353,3,,,
1478,Nordeste,BA,,29,,,,2023-01-23,4,14873064.0,1783635,34,31359,6,,,
1479,Nordeste,BA,,29,,,,2023-01-24,4,14873064.0,1784159,524,31368,9,,,
1480,Nordeste,BA,,29,,,,2023-01-25,4,14873064.0,1784727,568,31371,3,,,
1481,Nordeste,BA,,29,,,,2023-01-26,4,14873064.0,1785325,598,31378,7,,,
1482,Nordeste,BA,,29,,,,2023-01-27,4,14873064.0,1785714,389,31379,1,,,
1483,Nordeste,BA,,29,,,,2023-01-28,4,14873064.0,1785964,250,31383,4,,,
1484,Nordeste,BA,,29,,,,2023-01-29,5,14873064.0,1785984,20,31383,0,,,
1485,Nordeste,BA,,29,,,,2023-01-30,5,14873064.0,1785993,9,31387,4,,,
1486,Nordeste,BA,,29,,,,2023-01-31,5,14873064.0,1786418,425,31389,2,,,
1487,Nordeste,BA,,29,,,,2023-02-01,5,14873064.0,1786753,335,31390,1,,,
1488,Nordeste,BA,,29,,,,2023-02-02,5,14873064.0,1787013,260,31394,4,,,
1489,Nordeste,BA,,29,,,,2023-02-03,5,14873064.0,1787303,290,31395,1,,,
1490,Nordeste,BA,,29,,,,2023-02-04,5,14873064.0,1787303,0,31395,0,,,
1491,Nordeste,BA,,29,,,,2023-02-05,6,14873064.0,1787303,0,31395,0,,,
1492,Nordeste,BA,,29,,,,2023-02-06,6,14873064.0,1787554,251,31398,3,,,
1493,Nordeste,BA,,29,,,,2023-02-07,6,14873064.0,1788044,490,31412,14,,,
1494,Nordeste,BA,,29,,,,2023-02-08,6,14873064.0,1788336,292,31412,0,,,
1495,Nordeste,BA,,29,,,,2023-02-09,6,14873064.0,1788643,307,31414,2,,,
1496,Nordeste,BA,,29,,,,2023-02-10,6,14873064.0,1788956,313,31424,10,,,
1497,Nordeste,BA,,29,,,,2023-02-11,6,14873064.0,1788956,0,31424,0,,,
1498,Nordeste,BA,,29,,,,2023-02-12,7,14873064.0,1788956,0,31424,0,,,
1499,Nordeste,BA,,29,,,,2023-02-13,7,14873064.0,1789158,202,31426,2,,,
1500,Nordeste,BA,,29,,,,2023-02-14,7,14873064.0,1789544,386,31427,1,,,
1501,Nordeste,BA,,29,,,,2023-02-15,7,14873064.0,1789944,400,31434,7,,,
1502,Nordeste,BA,,29,,,,2023-02-16,7,14873064.0,1790221,277,31441,7,,,
1503,Nordeste,BA,,29,,,,2023-02-17,7,14873064.0,1790221,0,31441,0,,,
1504,Nordeste,BA,,29,,,,2023-02-18,7,14873064.0,1790221,0,31441,0,,,
1505,Nordeste,BA,,29,,,,2023-02-19,8,14873064.0,1790221,0,31441,0,,,
1506,Nordeste,BA,,29,,,,2023-02-20,8,14873064.0,1790221,0,31441,0,,,
1507,Nordeste,BA,,29,,,,2023-02-21,8,14873064.0,1790221,0,31441,0,,,
1508,Nordeste,BA,,29,,,,2023-02-22,8,14873064.0,1790221,0,31441,0,,,
1509,Nordeste,BA,,29,,,,2023-02-23,8,14873064.0,1790888,667,31446,5,,,
1510,Nordeste,BA,,29,,,,2023-02-24,8,14873064.0,1791129,241,31447,1,,,
1511,Nordeste,BA,,29,,,,2023-02-25,8,14873064.0,1791129,0,31447,0,,,
1512,Nordeste,BA,,29,,,,2023-02-26,9,14873064.0,1791129,0,31447,0,,,
1513,Nordeste,BA,,29,,,,2023-02-27,9,14873064.0,1791455,326,31451,4,,,
1514,Nordeste,BA,,29,,,,2023-02-28,9,14873064.0,1791714,259,31453,2,,,
1515,Nordeste,BA,,29,,,,2023-03-01,9,14873064.0,1792003,289,31456,3,,,
1516,Nordeste,BA,,29,,,,2023-03-02,9,14873064.0,1792288,285,31457,1,,,
1517,Nordeste,BA,,29,,,,2023-03-03,9,14873064.0,1792572,284,31459,2,,,
1518,Nordeste,BA,,29,,,,2023-03-04,9,14873064.0,1792572,0,31459,0,,,
1519,Nordeste,BA,,29,,,,2023-03-05,10,14873064.0,1792572,0,31459,0,,,
1520,Nordeste,BA,,29,,,,2023-03-06,10,14873064.0,1792572,0,31459,0,,,
1521,Nordeste,BA,,29,,,,2023-03-07,10,14873064.0,1792572,0,31459,0,,,
1522,Nordeste,BA,,29,,,,2023-03-08,10,14873064.0,1792572,0,31459,0,,,
1523,Nordeste,BA,,29,,,,2023-03-09,10,14873064.0,1792572,0,31459,0,,,
1524,Nordeste,BA,,29,,,,2023-03-10,10,14873064.0,1792572,0,31459,0,,,
1525,Nordeste,BA,,29,,,,2023-03-11,10,14873064.0,1793882,1310,31473,14,,,
1526,Nordeste,BA,,29,,,,2023-03-12,11,14873064.0,1793882,0,31473,0,,,
1527,Nordeste,BA,,29,,,,2023-03-13,11,14873064.0,1793882,0,31473,0,,,
1528,Nordeste,BA,,29,,,,2023-03-14,11,14873064.0,1793882,0,31473,0,,,
1529,Nordeste,BA,,29,,,,2023-03-15,11,14873064.0,1793882,0,31473,0,,,
1530,Nordeste,BA,,29,,,,2023-03-16,11,14873064.0,1793882,0,31473,0,,,
1531,Nordeste,BA,,29,,,,2023-03-17,11,14873064.0,1793882,0,31473,0,,,
1532,Nordeste,BA,,29,,,,2023-03-18,11,14873064.0,1794715,833,31481,8,,,
1533,Nordeste,BA,,29,,,,2023-03-19,12,14873064.0,1794715,0,31481,0,,,
1534,Nordeste,BA,,29,,,,2023-03-20,12,14873064.0,1794715,0,31481,0,,,
1535,Nordeste,BA,,29,,,,2023-03-21,12,14873064.0,1794715,0,31481,0,,,
1536,Nordeste,BA,,29,,,,2023-03-22,12,14873064.0,1794715,0,31481,0,,,
1537,Nordeste,BA,,29,,,,2023-03-23,12,14873064.0,1794715,0,31481,0,,,
1538,Nordeste,BA,,29,,,,2023-03-24,12,14873064.0,1794715,0,31481,0,,,
1539,Nordeste,BA,,29,,,,2023-03-25,12,14873064.0,1795510,795,31489,8,,,
1540,Nordeste,BA,,29,,,,2023-03-26,13,14873064.0,1795510,0,31489,0,,,
1541,Nordeste,BA,,29,,,,2023-03-27,13,14873064.0,1795510,0,31489,0,,,
1542,Nordeste,BA,,29,,,,2023-03-28,13,14873064.0,1795510,0,31489,0,,,
1543,Nordeste,BA,,29,,,,2023-03-29,13,14873064.0,1795510,0,31489,0,,,
1544,Nordeste,BA,,29,,,,2023-03-30,13,14873064.0,1795510,0,31489,0,,,
1545,Nordeste,BA,,29,,,,2023-03-31,13,14873064.0,1795510,0,31489,0,,,
1546,Nordeste,BA,,29,,,,2023-04-01,13,14873064.0,1796350,840,31515,26,,,
1547,Sudeste,MG,,31,,,,2023-01-01,1,21168791.0,4079422,0,64447,0,,,
1548,Sudeste,MG,,31,,,,2023-01-02,1,21168791.0,4086432,7010,64474,27,,,
1549,Sudeste,MG,,31,,,,2023-01-03,1,21168791.0,4088797,2365,64487,13,,,
1550,Sudeste,MG,,31,,,,2023-01-04,1,21168791.0,4094015,5218,64519,32,,,
1551,Sudeste,MG,,31,,,,2023-01-05,1,21168791.0,4098485,4470,64543,24,,,
1552,Sudeste,MG,,31,,,,2023-01-06,1,21168791.0,4101022,2537,64577,34,,,
1553,Sudeste,MG,,31,,,,2023-01-07,1,21168791.0,4101022,0,64577,0,,,
1554,Sudeste,MG,,31,,,,2023-01-08,2,21168791.0,4101022,0,64577,0,,,
1555,Sudeste,MG,,31,,,,2023-01-09,2,21168791.0,4104701,3679,64590,13,,,
1556,Sudeste,MG,,31,,,,2023-01-10,2,21168791.0,4107756,3055,64590,0,,,
1557,Sudeste,MG,,31,,,,2023-01-11,2,21168791.0,4110616,2860,64616,26,,,
1558,Sudeste,MG,,31,,,,2023-01-12,2,21168791.0,4112557,1941,64657,41,,,
1559,Sudeste,MG,,31,,,,2023-01-13,2,21168791.0,4114182,1625,64687,30,,,
1560,Sudeste,MG,,31,,,,2023-01-14,2,21168791.0,4114182,0,64687,0,,,
1561,Sudeste,MG,,31,,,,2023-01-15,3,21168791.0,4114182,0,64687,0,,,
1562,Sudeste,MG,,31,,,,2023-01-16,3,21168791.0,4116776,2594,64698,11,,,
1563,Sudeste,MG,,31,,,,2023-01-17,3,21168791.0,4118122,1346,64717,19,,,
1564,Sudeste,MG,,31,,,,2023-01-18,3,21168791.0,4119363,1241,64749,32,,,
1565,Sudeste,MG,,31,,,,2023-01-19,3,21168791.0,4120843,1480,64773,24,,,
1566,Sudeste,MG,,31,,,,2023-01-20,3,21168791.0,4122029,1186,64799,26,,,
1567,Sudeste,MG,,31,,,,2023-01-21,3,21168791.0,4122029,0,64799,0,,,
1568,Sudeste,MG,,31,,,,2023-01-22,4,21168791.0,4122029,0,64799,0,,,
1569,Sudeste,MG,,31,,,,2023-01-23,4,21168791.0,4124244,2215,64819,20,,,
1570,Sudeste,MG,,31,,,,2023-01-24,4,21168791.0,4125271,1027,64839,20,,,
1571,Sudeste,MG,,31,,,,2023-01-25,4,21168791.0,4126949,1678,64859,20,,,
1572,Sudeste,MG,,31,,,,2023-01-26,4,21168791.0,4128254,1305,64887,28,,,
1573,Sudeste,MG,,31,,,,2023-01-27,4,21168791.0,4129935,1681,64895,8,,,
1574,Sudeste,MG,,31,,,,2023-01-28,4,21168791.0,4129935,0,64895,0,,,
1575,Sudeste,MG,,31,,,,2023-01-29,5,21168791.0,4129935,0,64895,0,,,
1576,Sudeste,MG,,31,,,,2023-01-30,5,21168791.0,4131233,1298,64902,7,,,
1577,Sudeste,MG,,31,,,,2023-01-31,5,21168791.0,4137446,6213,64935,33,,,
1578,Sudeste,MG,,31,,,,2023-02-01,5,21168791.0,4141458,4012,64957,22,,,
1579,Sudeste,MG,,31,,,,2023-02-02,5,21168791.0,4153435,11977,64965,8,,,
1580,Sudeste,MG,,31,,,,2023-02-03,5,21168791.0,4153950,515,64982,17,,,
1581,Sudeste,MG,,31,,,,2023-02-04,5,21168791.0,4153950,0,64982,0,,,
1582,Sudeste,MG,,31,,,,2023-02-05,6,21168791.0,4153950,0,64982,0,,,
1583,Sudeste,MG,,31,,,,2023-02-06,6,21168791.0,4157217,3267,64995,13,,,
1584,Sudeste,MG,,31,,,,2023-02-07,6,21168791.0,4158608,1391,65005,10,,,
1585,Sudeste,MG,,31,,,,2023-02-08,6,21168791.0,4168815,10207,64962,-43,,,
1586,Sudeste,MG,,31,,,,2023-02-09,6,21168791.0,4171030,2215,64962,0,,,
1587,Sudeste,MG,,31,,,,2023-02-10,6,21168791.0,4175605,4575,64962,0,,,
1588,Sudeste,MG,,31,,,,2023-02-11,6,21168791.0,4175605,0,64962,0,,,
1589,Sudeste,MG,,31,,,,2023-02-12,7,21168791.0,4175605,0,64962,0,,,
1590,Sudeste,MG,,31,,,,2023-02-13,7,21168791.0,4189328,13723,65005,43,,,
1591,Sudeste,MG,,31,,,,2023-02-14,7,21168791.0,4176305,-13023,65005,0,,,
1592,Sudeste,MG,,31,,,,2023-02-15,7,21168791.0,4178234,1929,65005,0,,,
1593,Sudeste,MG,,31,,,,2023-02-16,7,21168791.0,4178803,569,65074,69,,,
1594,Sudeste,MG,,31,,,,2023-02-17,7,21168791.0,4184728,5925,65075,1,,,
1595,Sudeste,MG,,31,,,,2023-02-18,7,21168791.0,4184728,0,65075,0,,,
1596,Sudeste,MG,,31,,,,2023-02-19,8,21168791.0,4184728,0,65075,0,,,
1597,Sudeste,MG,,31,,,,2023-02-20,8,21168791.0,4184728,0,65075,0,,,
1598,Sudeste,MG,,31,,,,2023-02-21,8,21168791.0,4184728,0,65075,0,,,
1599,Sudeste,MG,,31,,,,2023-02-22,8,21168791.0,4184728,0,65075,0,,,
1600,Sudeste,MG,,31,,,,2023-02-23,8,21168791.0,4185759,1031,65471,396,,,
1601,Sudeste,MG,,31,,,,2023-02-24,8,21168791.0,4187298,1539,65471,0,,,
1602,Sudeste,MG,,31,,,,2023-02-25,8,21168791.0,4187298,0,65471,0,,,
1603,Sudeste,MG,,31,,,,2023-02-26,9,21168791.0,4187298,0,65471,0,,,
1604,Sudeste,MG,,31,,,,2023-02-27,9,21168791.0,4190922,3624,65471,0,,,
1605,Sudeste,MG,,31,,,,2023-02-28,9,21168791.0,4193836,2914,65471,0,,,
1606,Sudeste,MG,,31,,,,2023-03-01,9,21168791.0,4194916,1080,65498,27,,,
1607,Sudeste,MG,,31,,,,2023-03-02,9,21168791.0,4189222,-5694,65498,0,,,
1608,Sudeste,MG,,31,,,,2023-03-03,9,21168791.0,4189760,538,65507,9,,,
1609,Sudeste,MG,,31,,,,2023-03-04,9,21168791.0,4189760,0,65507,0,,,
1610,Sudeste,MG,,31,,,,2023-03-05,10,21168791.0,4189760,0,65507,0,,,
1611,Sudeste,MG,,31,,,,2023-03-06,10,21168791.0,4189760,0,65507,0,,,
1612,Sudeste,MG,,31,,,,2023-03-07,10,21168791.0,4189760,0,65507,0,,,
1613,Sudeste,MG,,31,,,,2023-03-08,10,21168791.0,4189760,0,65507,0,,,
1614,Sudeste,MG,,31,,,,2023-03-09,10,21168791.0,4189760,0,65507,0,,,
1615,Sudeste,MG,,31,,,,2023-03-10,10,21168791.0,4189760,0,65507,0,,,
1616,Sudeste,MG,,31,,,,2023-03-11,10,21168791.0,4194616,4856,65555,48,,,
1617,Sudeste,MG,,31,,,,2023-03-12,11,21168791.0,4194616,0,65555,0,,,
1618,Sudeste,MG,,31,,,,2023-03-13,11,21168791.0,4194616,0,65555,0,,,
1619,Sudeste,MG,,31,,,,2023-03-14,11,21168791.0,4194616,0,65555,0,,,
1620,Sudeste,MG,,31,,,,2023-03-15,11,21168791.0,4194616,0,65555,0,,,
1621,Sudeste,MG,,31,,,,2023-03-16,11,21168791.0,4194616,0,65555,0,,,
1622,Sudeste,MG,,31,,,,2023-03-17,11,21168791.0,4194616,0,65555,0,,,
1623,Sudeste,MG,,31,,,,2023-03-18,11,21168791.0,4194616,0,65575,20,,,
1624,Sudeste,MG,,31,,,,2023-03-19,12,21168791.0,4194616,0,65575,0,,,
1625,Sudeste,MG,,31,,,,2023-03-20,12,21168791.0,4194616,0,65575,0,,,
1626,Sudeste,MG,,31,,,,2023-03-21,12,21168791.0,4194616,0,65575,0,,,
1627,Sudeste,MG,,31,,,,2023-03-22,12,21168791.0,4194616,0,65575,0,,,
1628,Sudeste,MG,,31,,,,2023-03-23,12,21168791.0,4194616,0,65575,0,,,
1629,Sudeste,MG,,31,,,,2023-03-24,12,21168791.0,4194616,0,65575,0,,,
1630,Sudeste,MG,,31,,,,2023-03-25,12,21168791.0,4198209,3593,65592,17,,,
1631,Sudeste,MG,,31,,,,2023-03-26,13,21168791.0,4198209,0,65592,0,,,
1632,Sudeste,MG,,31,,,,2023-03-27,13,21168791.0,4198209,0,65592,0,,,
1633,Sudeste,MG,,31,,,,2023-03-28,13,21168791.0,4198209,0,65592,0,,,
1634,Sudeste,MG,,31,,,,2023-03-29,13,21168791.0,4198209,0,65592,0,,,
1635,Sudeste,MG,,31,,,,2023-03-30,13,21168791.0,4198209,0,65592,0,,,
1636,Sudeste,MG,,31,,,,2023-03-31,13,21168791.0,4198209,0,65592,0,,,
1637,Sudeste,MG,,31,,,,2023-04-01,13,21168791.0,4200779,2570,65592,0,,,
1638,Sudeste,ES,,32,,,,2023-01-01,1,4018650.0,1311144,0,14964,0,,,
1639,Sudeste,ES,,32,,,,2023-01-02,1,4018650.0,1312366,1222,14972,8,,,
1640,Sudeste,ES,,32,,,,2023-01-03,1,4018650.0,1313100,734,14974,2,,,
1641,Sudeste,ES,,32,,,,2023-01-04,1,4018650.0,1313725,625,14975,1,,,
1642,Sudeste,ES,,32,,,,2023-01-05,1,4018650.0,1314072,347,14977,2,,,
1643,Sudeste,ES,,32,,,,2023-01-06,1,4018650.0,1314760,688,14980,3,,,
1644,Sudeste,ES,,32,,,,2023-01-07,1,4018650.0,1314967,207,14980,0,,,
1645,Sudeste,ES,,32,,,,2023-01-08,2,4018650.0,1315072,105,14982,2,,,
1646,Sudeste,ES,,32,,,,2023-01-09,2,4018650.0,1315072,0,14982,0,,,
1647,Sudeste,ES,,32,,,,2023-01-10,2,4018650.0,1315441,369,14984,2,,,
1648,Sudeste,ES,,32,,,,2023-01-11,2,4018650.0,1315894,453,14986,2,,,
1649,Sudeste,ES,,32,,,,2023-01-12,2,4018650.0,1316144,250,14990,4,,,
1650,Sudeste,ES,,32,,,,2023-01-13,2,4018650.0,1316413,269,14992,2,,,
1651,Sudeste,ES,,32,,,,2023-01-14,2,4018650.0,1316663,250,14992,0,,,
1652,Sudeste,ES,,32,,,,2023-01-15,3,4018650.0,1316663,0,14992,0,,,
1653,Sudeste,ES,,32,,,,2023-01-16,3,4018650.0,1316773,110,14993,1,,,
1654,Sudeste,ES,,32,,,,2023-01-17,3,4018650.0,1317160,387,14997,4,,,
1655,Sudeste,ES,,32,,,,2023-01-18,3,4018650.0,1317329,169,14997,0,,,
1656,Sudeste,ES,,32,,,,2023-01-19,3,4018650.0,1317584,255,14998,1,,,
1657,Sudeste,ES,,32,,,,2023-01-20,3,4018650.0,1317879,295,15001,3,,,
1658,Sudeste,ES,,32,,,,2023-01-21,3,4018650.0,1318014,135,15002,1,,,
1659,Sudeste,ES,,32,,,,2023-01-22,4,4018650.0,1318026,12,15002,0,,,
1660,Sudeste,ES,,32,,,,2023-01-23,4,4018650.0,1318159,133,15002,0,,,
1661,Sudeste,ES,,32,,,,2023-01-24,4,4018650.0,1318282,123,15003,1,,,
1662,Sudeste,ES,,32,,,,2023-01-25,4,4018650.0,1318655,373,15003,0,,,
1663,Sudeste,ES,,32,,,,2023-01-26,4,4018650.0,1318838,183,15009,6,,,
1664,Sudeste,ES,,32,,,,2023-01-27,4,4018650.0,1319000,162,15010,1,,,
1665,Sudeste,ES,,32,,,,2023-01-28,4,4018650.0,1319188,188,15012,2,,,
1666,Sudeste,ES,,32,,,,2023-01-29,5,4018650.0,1319224,36,15013,1,,,
1667,Sudeste,ES,,32,,,,2023-01-30,5,4018650.0,1319238,14,15013,0,,,
1668,Sudeste,ES,,32,,,,2023-01-31,5,4018650.0,1319367,129,15015,2,,,
1669,Sudeste,ES,,32,,,,2023-02-01,5,4018650.0,1319627,260,15020,5,,,
1670,Sudeste,ES,,32,,,,2023-02-02,5,4018650.0,1319730,103,15022,2,,,
1671,Sudeste,ES,,32,,,,2023-02-03,5,4018650.0,1319928,198,15023,1,,,
1672,Sudeste,ES,,32,,,,2023-02-04,5,4018650.0,1320097,169,15025,2,,,
1673,Sudeste,ES,,32,,,,2023-02-05,6,4018650.0,1320097,0,15025,0,,,
1674,Sudeste,ES,,32,,,,2023-02-06,6,4018650.0,1320109,12,15026,1,,,
1675,Sudeste,ES,,32,,,,2023-02-07,6,4018650.0,1320365,256,15029,3,,,
1676,Sudeste,ES,,32,,,,2023-02-08,6,4018650.0,1320511,146,15030,1,,,
1677,Sudeste,ES,,32,,,,2023-02-09,6,4018650.0,1320511,0,15030,0,,,
1678,Sudeste,ES,,32,,,,2023-02-10,6,4018650.0,1320814,303,15032,2,,,
1679,Sudeste,ES,,32,,,,2023-02-11,6,4018650.0,1320842,28,15032,0,,,
1680,Sudeste,ES,,32,,,,2023-02-12,7,4018650.0,1320835,-7,15032,0,,,
1681,Sudeste,ES,,32,,,,2023-02-13,7,4018650.0,1320945,110,15032,0,,,
1682,Sudeste,ES,,32,,,,2023-02-14,7,4018650.0,1321070,125,15036,4,,,
1683,Sudeste,ES,,32,,,,2023-02-15,7,4018650.0,1321164,94,15036,0,,,
1684,Sudeste,ES,,32,,,,2023-02-16,7,4018650.0,1321462,298,15037,1,,,
1685,Sudeste,ES,,32,,,,2023-02-17,7,4018650.0,1321526,64,15037,0,,,
1686,Sudeste,ES,,32,,,,2023-02-18,7,4018650.0,1321526,0,15037,0,,,
1687,Sudeste,ES,,32,,,,2023-02-19,8,4018650.0,1321526,0,15037,0,,,
1688,Sudeste,ES,,32,,,,2023-02-20,8,4018650.0,1321526,0,15037,0,,,
1689,Sudeste,ES,,32,,,,2023-02-21,8,4018650.0,1321847,321,15037,0,,,
1690,Sudeste,ES,,32,,,,2023-02-22,8,4018650.0,1321526,-321,15037,0,,,
1691,Sudeste,ES,,32,,,,2023-02-23,8,4018650.0,1321946,420,15037,0,,,
1692,Sudeste,ES,,32,,,,2023-02-24,8,4018650.0,1322171,225,15039,2,,,
1693,Sudeste,ES,,32,,,,2023-02-25,8,4018650.0,1322363,192,15039,0,,,
1694,Sudeste,ES,,32,,,,2023-02-26,9,4018650.0,1322373,10,15039,0,,,
1695,Sudeste,ES,,32,,,,2023-02-27,9,4018650.0,1322373,0,15039,0,,,
1696,Sudeste,ES,,32,,,,2023-02-28,9,4018650.0,1322738,365,15041,2,,,
1697,Sudeste,ES,,32,,,,2023-03-01,9,4018650.0,1322738,0,15041,0,,,
1698,Sudeste,ES,,32,,,,2023-03-02,9,4018650.0,1322738,0,15041,0,,,
